A.thaliana	G.sempervirens	C.roseus	Short_description	Curator_summary
AT4G36380.1	Gelse_mpi.v2.1_MPIG044480.3	CRO_04G031030.1	Cytochrome P450 superfamily protein	Encodes a cytochrome P-450 gene that is involved in leaf blade expansion by controlling polar cell expansion in the leaf length direction. Member of the CYP90C CYP450 family. ROT3 was shown to be involved in brassinosteroid biosynthesis, most likely in the conversion step of typhasterol (TY) to castasterone (CS). As 6-deoxo-CS was unable to restore the phenotype of rot3-1, it has been postulated that ROT3 might be specifically involved in the conversion of TY to CS in the C6-oxidation pathway of brassinolide. Recently, CYP90C1 was shown to catalyse the C-23 hydroxylation of several brassinosteroids (the enzyme has a broad specificity for 22-hydroxylated substrates).
AT4G36390.1	Gelse_mpi.v2.1_MPIG044490.2	CRO_04G031040.1	Methylthiotransferase	NA
AT4G36400.1	Gelse_mpi.v2.1_MPIG044500.1	CRO_04G031050.6	FAD-linked oxidases family protein	Encodes a (D)-2-hydroxyglutarate dehydrogenase.
AT3G51010.1	Gelse_mpi.v2.1_MPIG044470.1	NA	NA	NA
AT5G66370.1	NA	NA	NA	NA
NA	NA	CRO_04G031060.1	NA	NA
AT2G18150.1	NA	NA	Peroxidase superfamily protein	NA
AT3G51000.1	Gelse_mpi.v2.1_MPIG044520.1	CRO_04G031080.1	alpha/beta-Hydrolases superfamily protein	NA
AT5G66380.1	Gelse_mpi.v2.1_MPIG044530.6	CRO_04G031090.1	folate transporter 1	Encodes a folate transporter that is located in the chloroplast envelope and is able to mediate exogenous folate uptake when expressed in E. coli.  However, this is not the sole folate transporter for chloroplasts as null mutants of this gene have no discernible phenotype when grown under folate-sufficient conditions and contained wild-type levels of folates in leaves.
AT4G36430.1	Gelse_mpi.v2.1_MPIG044560.1	CRO_04G031110.3	Peroxidase superfamily protein	NA
AT5G66390.1	Gelse_mpi.v2.1_MPIG044560.1	CRO_04G031110.3	Peroxidase superfamily protein	NA
AT2G18160.1	NA	NA	basic leucine-zipper 2	Encodes a b-ZIP transcription factor.
AT3G50990.1	NA	NA	Peroxidase superfamily protein	NA
AT4G36440.1	Gelse_mpi.v2.1_MPIG044570.1	CRO_04G031120.8	NA	NA
NA	Gelse_mpi.v2.1_MPIG044580.1	NA	NA	NA
NA	Gelse_mpi.v2.1_MPIG044600.1	NA	NA	NA
NA	Gelse_mpi.v2.1_MPIG044610.1	CRO_04G031130.3	NA	NA
NA	Gelse_mpi.v2.1_MPIG044620.8	CRO_04G031140.2	NA	NA
NA	Gelse_mpi.v2.1_MPIG044630.1	CRO_04G031150.1	NA	NA
AT2G18162.1	NA	NA	conserved peptide upstream open reading frame 1	Upstream open reading frames (uORFs) are small open reading frames found in the 5' UTR of a mature mRNA, and can potentially mediate translational regulation of the largest, or major, ORF (mORF). CPuORF1 represents a conserved upstream opening reading frame relative to major ORF AT2G18160.1
AT3G50980.1	Gelse_mpi.v2.1_MPIG044640.1	CRO_04G031160.1	dehydrin xero 1	NA
AT5G66400.1	Gelse_mpi.v2.1_MPIG044640.1	CRO_04G031160.1	Dehydrin family protein	Belongs to the dehydrin protein family, which contains highly conserved stretches of 7-17 residues that are repetitively scattered in their sequences, the K-, S-, Y- and lysine rich segments. ABA- and drought-induced glycine-rice dehydrin protein.  The ABA-induced expression of RAB18 was reduced following ACC application, indicating that ethylene inhibits the ABA signaling pathway.  RAB18 is also expressed in response to the formation of the phospholipid diacylglycerol pyrophosphate. COR47 and RAB18 double overexpressor plants are cold tolerant. Expressed in guard cells.
NA	Gelse_mpi.v2.1_MPIG044660.1	CRO_04G031180.1	NA	NA
AT3G50970.1	NA	NA	dehydrin family protein	Belongs to the dehydrin protein family, which contains highly conserved stretches of 7-17 residues that are repetitively scattered in their sequences, the K-, S-, Y- and lysine rich segments.  LTI29 and LTI30 double overexpressors confer freeze tolerance. Located in membranes. mRNA upregulated by water deprivation and abscisic acid.
AT4G36450.1	Gelse_mpi.v2.1_MPIG044670.1	CRO_04G031190.1	mitogen-activated protein kinase 14	member of MAP Kinase
AT2G18170.1	Gelse_mpi.v2.1_MPIG044670.1	CRO_04G031190.1	MAP kinase 7	NA
NA	Gelse_mpi.v2.1_MPIG044680.1	CRO_04G031200.2	NA	NA
AT3G50950.2	Gelse_mpi.v2.1_MPIG044690.4	NA	HOPZ-ACTIVATED RESISTANCE 1	NA
AT4G36460.1	NA	NA	NA	NA
AT2G18193.1	Gelse_mpi.v2.1_MPIG044700.3	NA	P-loop containing nucleoside triphosphate hydrolases superfamily protein	NA
NA	Gelse_mpi.v2.1_MPIG044720.1	CRO_04G031220.1	NA	NA
NA	Gelse_mpi.v2.1_MPIG044780.1	NA	NA	NA
NA	NA	CRO_04G031230.1	NA	NA
NA	Gelse_mpi.v2.1_MPIG044730.1	CRO_04G031240.1	NA	NA
NA	Gelse_mpi.v2.1_MPIG044770.1	NA	NA	NA
AT5G66460.1	Gelse_mpi.v2.1_MPIG044840.2	NA	Glycosyl hydrolase superfamily protein	NA
AT5G66420.2	Gelse_mpi.v2.1_MPIG044800.2	CRO_04G031250.1	NA	NA
NA	Gelse_mpi.v2.1_MPIG044790.1	NA	NA	NA
AT3G50960.1	NA	CRO_04G031210.2	phosducin-like protein 3 homolog	Encodes a protein that functions in microtubule assembly. PLP3a can bind to several different tubulin family members in Y2H assays. Plants with reduced levels of both PLP3a and PLP3b (At5g66410) show defects in cytokinesis, cortical microtubule array formation, oriented cell growth, and maintenance of proper ploidy.
AT5G66410.1	NA	CRO_04G031210.2	phosducin-like protein 3 homolog	Encodes a protein that functions in microtubule assembly. Plants with reduced levels of both PLP3a (At3g50960) and PLP3b show defects in cytokinesis, cortical microtubule array formation, oriented cell growth, and maintenance of proper ploidy.
AT5G66430.1	NA	NA	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	NA
NA	Gelse_mpi.v2.1_MPIG044650.5	CRO_04G031170.1	NA	NA
AT4G36470.1	Gelse_mpi.v2.1_MPIG044810.1	CRO_04G031260.1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	NA
NA	Gelse_mpi.v2.1_MPIG044550.1	NA	NA	NA
AT4G36420.1	Gelse_mpi.v2.1_MPIG044540.1	CRO_04G031100.1	Ribosomal protein L12 family protein	NA
AT4G36410.1	Gelse_mpi.v2.1_MPIG044510.5	CRO_04G031070.4	ubiquitin-conjugating enzyme 17	ubiquitin-conjugating enzyme
AT3G50930.1	Gelse_mpi.v2.1_MPIG044760.1	NA	cytochrome BC1 synthesis	NA
AT5G66440.1	NA	CRO_04G031270.1	NA	NA
NA	Gelse_mpi.v2.1_MPIG044360.1	CRO_04G030960.1	NA	NA
NA	Gelse_mpi.v2.1_MPIG044330.2	CRO_04G030930.1	NA	NA
NA	Gelse_mpi.v2.1_MPIG044280.1	CRO_04G030880.1	NA	NA
AT3G51090.1	Gelse_mpi.v2.1_MPIG044260.1	CRO_04G030860.1	Protein of unknown function (DUF1640)	NA
AT3G50920.1	Gelse_mpi.v2.1_MPIG044820.11	CRO_04G031280.1	Phosphatidic acid phosphatase (PAP2) family protein	NA
AT5G66450.1	Gelse_mpi.v2.1_MPIG044820.11	CRO_04G031280.1	Phosphatidic acid phosphatase (PAP2) family protein	NA
AT3G51130.1	Gelse_mpi.v2.1_MPIG044240.3	CRO_04G030840.3	NA	NA
AT4G36480.1	NA	NA	long-chain base1	Encodes the LCB1 subunit of serine palmitoyltransferase. Together with the LCB2 subunit, forms a functional serine palmitoyltransferase complex, which catalyzes the first reaction of sphingolipid biosynthesis. Knockout of LCB1 was embryo lethal. Partial suppression of LCB1 expression led to smaller plants due to reduced cell expansion.
AT2G18196.1	NA	NA	Heavy metal transport/detoxification superfamily protein 	NA
NA	Gelse_mpi.v2.1_MPIG044140.1	CRO_04G030730.2	NA	NA
NA	Gelse_mpi.v2.1_MPIG044830.2	CRO_04G031300.1	NA	NA
AT4G36490.1	NA	NA	SEC14-like 12	NA
AT2G18180.1	NA	NA	Sec14p-like phosphatidylinositol transfer family protein	NA
NA	Gelse_mpi.v2.1_MPIG044930.1	NA	NA	NA
AT5G66470.1	Gelse_mpi.v2.1_MPIG044850.2	CRO_04G031310.2	RNA binding;GTP binding	NA
NA	NA	CRO_04G031320.1	NA	NA
AT4G36500.1	NA	NA	NA	NA
AT3G50910.1	Gelse_mpi.v2.1_MPIG044860.4	CRO_04G031330.1	NA	NA
AT5G66480.1	Gelse_mpi.v2.1_MPIG044860.4	CRO_04G031330.1	NA	NA
AT2G18210.1	NA	NA	NA	NA
AT3G50900.1	Gelse_mpi.v2.1_MPIG044870.1	NA	NA	NA
AT5G66490.1	Gelse_mpi.v2.1_MPIG044870.1	NA	NA	NA
NA	Gelse_mpi.v2.1_MPIG044880.1	NA	NA	NA
AT5G66500.1	Gelse_mpi.v2.1_MPIG044890.1	CRO_04G031340.1	Tetratricopeptide repeat (TPR)-like superfamily protein	NA
AT4G36510.1	NA	NA	NA	NA
NA	Gelse_mpi.v2.1_MPIG044900.1	NA	NA	NA
NA	Gelse_mpi.v2.1_MPIG044910.1	CRO_04G031350.2	NA	NA
AT2G18220.1	NA	NA	Noc2p family	NA
NA	Gelse_mpi.v2.1_MPIG044920.1	CRO_04G031360.4	NA	NA
AT4G36515.1	NA	NA	NA	NA
NA	Gelse_mpi.v2.1_MPIG044940.3	CRO_04G031370.2	NA	NA
NA	Gelse_mpi.v2.1_MPIG044960.1	NA	NA	NA
AT2G18230.1	NA	CRO_04G031380.1	pyrophosphorylase 2	Encodes a protein that might have inorganic pyrophosphatase activity.
AT2G18240.1	NA	NA	Rer1 family protein	NA
AT4G36520.1	NA	NA	Chaperone DnaJ-domain superfamily protein	NA
NA	Gelse_mpi.v2.1_MPIG044950.1	CRO_04G031390.3	NA	NA
AT2G18245.1	Gelse_mpi.v2.1_MPIG044980.4	NA	alpha/beta-Hydrolases superfamily protein	NA
AT5G66510.2	NA	NA	gamma carbonic anhydrase 3	Encodes mitochondrial gamma carbonic anhydrase. Component of the NADH dehydrogenase complex.
NA	Gelse_mpi.v2.1_MPIG044990.1	NA	NA	NA
AT2G18250.1	NA	CRO_04G031400.3	4-phosphopantetheine adenylyltransferase	At2g18250 encodes pantetheine-phosphate adenylyltransferase catalyzing the formation of  dephospho-CoA from pantetheine 4'-phosphate. The enzyme is involved in coenzyme A biosynthesis.
AT2G18260.1	Gelse_mpi.v2.1_MPIG045000.1	NA	syntaxin of plants 112	member of SYP11 Gene Family
NA	Gelse_mpi.v2.1_MPIG045020.3	NA	NA	NA
AT4G36530.2	Gelse_mpi.v2.1_MPIG044970.3	NA	alpha/beta-Hydrolases superfamily protein	NA
AT2G18280.1	Gelse_mpi.v2.1_MPIG045030.1	CRO_04G031410.4	tubby like protein 2	Member of TLP family
AT2G18270.1	NA	NA	NA	NA
AT2G18290.1	Gelse_mpi.v2.1_MPIG045040.3	CRO_04G031420.2	anaphase promoting complex 10	NA
NA	Gelse_mpi.v2.1_MPIG045050.1	NA	NA	NA
AT3G50890.1	NA	NA	homeobox protein 28	NA
AT4G36540.1	Gelse_mpi.v2.1_MPIG045060.1	CRO_04G031430.2	BR enhanced expression 2	NA
AT2G18300.3	Gelse_mpi.v2.1_MPIG045060.1	CRO_04G031430.2	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	NA
AT4G36550.1	Gelse_mpi.v2.1_MPIG045070.8	CRO_04G031440.2	ARM repeat superfamily protein	NA
AT2G18320.1	NA	NA	F-box associated ubiquitination effector family protein	NA
NA	NA	CRO_04G031450.1	NA	NA
AT5G66520.1	NA	NA	Tetratricopeptide repeat (TPR)-like superfamily protein	NA
AT4G36560.1	NA	NA	NA	NA
NA	Gelse_mpi.v2.1_MPIG045080.1	NA	NA	NA
AT4G36570.1	NA	CRO_04G031460.1	RAD-like 3	NA
AT2G18328.1	NA	CRO_04G031460.1	RAD-like 4	NA
AT4G36580.1	Gelse_mpi.v2.1_MPIG045090.1	CRO_04G031470.1	AAA-type ATPase family protein	NA
AT2G18330.1	Gelse_mpi.v2.1_MPIG045090.1	CRO_04G031470.1	AAA-type ATPase family protein	NA
AT2G18340.1	NA	NA	late embryogenesis abundant domain-containing protein / LEA domain-containing protein	NA
AT4G36600.1	Gelse_mpi.v2.1_MPIG045100.1	CRO_04G031480.2	Late embryogenesis abundant (LEA) protein	NA
AT2G18350.1	Gelse_mpi.v2.1_MPIG045110.1	CRO_04G031490.1	homeobox protein 24	NA
AT4G36590.1	NA	NA	MADS-box transcription factor family protein	NA
AT3G50880.1	Gelse_mpi.v2.1_MPIG045120.1	CRO_04G031500.1	DNA glycosylase superfamily protein	NA
AT5G66530.1	Gelse_mpi.v2.1_MPIG045010.2	NA	Galactose mutarotase-like superfamily protein	NA
NA	Gelse_mpi.v2.1_MPIG045130.1	CRO_04G031510.3	NA	NA
AT4G36610.1	Gelse_mpi.v2.1_MPIG045140.1	CRO_04G031520.1	alpha/beta-Hydrolases superfamily protein	NA
AT2G18360.1	Gelse_mpi.v2.1_MPIG045140.1	CRO_04G031520.1	alpha/beta-Hydrolases superfamily protein	NA
NA	Gelse_mpi.v2.1_MPIG045150.1	NA	NA	NA
AT3G50870.1	Gelse_mpi.v2.1_MPIG045160.1	CRO_04G031530.1	GATA type zinc finger transcription factor family protein	Encodes a GATA factort transcriptional regulator required to position the proembryo boundary in the early embryo.
AT4G36620.1	Gelse_mpi.v2.1_MPIG045160.1	CRO_04G031530.1	GATA transcription factor 19	Encodes a member of the GATA factor family of zinc finger transcription factors.
AT2G18380.1	Gelse_mpi.v2.1_MPIG045160.1	CRO_04G031530.1	GATA transcription factor 20	Encodes a member of the GATA factor family of zinc finger transcription factors.
AT2G18370.1	NA	NA	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the lipid transfer protein (PR-14) family with the following members:   At2g38540/LTP1, At2g38530/LTP2, At5g59320/LTP3, At5g59310/LTP4, At3g51600/LTP5, At3g08770/LTP6, At2g15050/LTP7, At2g18370/LTP8, At2g15325/LTP9, At5g01870/LTP10, At4g33355/LTP11, At3g51590/LTP12, At5g44265/LTP13, At5g62065/LTP14, At4g08530/LTP15.
NA	NA	CRO_04G031540.1	NA	NA
NA	Gelse_mpi.v2.1_MPIG045170.1	CRO_04G031550.2	NA	NA
AT2G18390.1	Gelse_mpi.v2.1_MPIG045180.2	CRO_04G031560.2	ADP-ribosylation factor family protein	Encodes a member of ARF-like GTPase family. A thaliana has 21 members, in two subfamilies, ARF and ARF-like (ARL) GTPases.  Mutant has abnormal mitosis and cell cycle control during seed development.
AT5G66540.1	NA	NA	NA	NA
AT3G50850.1	Gelse_mpi.v2.1_MPIG045190.1	CRO_04G031570.1	Putative methyltransferase family protein	NA
NA	Gelse_mpi.v2.1_MPIG045220.1	NA	NA	NA
AT3G50860.1	Gelse_mpi.v2.1_MPIG045200.2	CRO_04G031580.3	Clathrin adaptor complex small chain family protein	NA
NA	Gelse_mpi.v2.1_MPIG045210.1	CRO_04G031590.1	NA	NA
NA	NA	CRO_04G031600.1	NA	NA
NA	Gelse_mpi.v2.1_MPIG045230.2	CRO_04G031610.3	NA	NA
AT4G36630.1	NA	NA	Vacuolar sorting protein 39	NA
AT5G66550.1	Gelse_mpi.v2.1_MPIG045240.7	CRO_04G031620.1	Maf-like protein	NA
NA	NA	CRO_04G031630.1	NA	NA
AT2G18400.1	Gelse_mpi.v2.1_MPIG045250.1	CRO_04G031640.1	ribosomal protein L6 family protein	NA
AT3G50845.1	Gelse_mpi.v2.1_MPIG045260.1	CRO_04G031650.1	Protein of unknown function (DUF59)	NA
AT4G36640.1	Gelse_mpi.v2.1_MPIG045270.2	CRO_04G031660.1	Sec14p-like phosphatidylinositol transfer family protein	NA
NA	Gelse_mpi.v2.1_MPIG045280.1	CRO_04G031670.1	NA	NA
AT2G18410.1	NA	NA	NA	NA
NA	NA	CRO_04G031680.1	NA	NA
NA	Gelse_mpi.v2.1_MPIG045290.1	NA	NA	NA
NA	NA	CRO_04G031690.1	NA	NA
NA	Gelse_mpi.v2.1_MPIG045300.1	NA	NA	NA
NA	NA	CRO_04G031700.1	NA	NA
AT2G18420.1	NA	NA	Gibberellin-regulated family protein	Encodes a Gibberellin-regulated GASA/GAST/Snakin family protein
NA	Gelse_mpi.v2.1_MPIG045310.1	NA	NA	NA
NA	Gelse_mpi.v2.1_MPIG045320.2	NA	NA	NA
AT5G66780.1	NA	CRO_04G031720.3	NA	NA
AT3G50650.1	Gelse_mpi.v2.1_MPIG045330.1	CRO_04G031730.1	GRAS family transcription factor	NA
AT5G66770.1	Gelse_mpi.v2.1_MPIG045330.1	CRO_04G031730.1	GRAS family transcription factor	NA
AT5G66760.1	Gelse_mpi.v2.1_MPIG045340.1	CRO_04G031740.1	succinate dehydrogenase 1-1	One of two genes in Arabidopsis that encode a flavoprotein subunit of the  mitochondrial succinate dehydrogenase complex.
AT2G18450.1	Gelse_mpi.v2.1_MPIG045340.1	CRO_04G031740.1	succinate dehydrogenase 1-2	Nuclear encoded mitochondrial flavoprotein subunit of succinate dehydrogenase complex .
AT3G50660.1	Gelse_mpi.v2.1_MPIG045350.1	CRO_04G031750.2	Cytochrome P450 superfamily protein	Encodes a 22&#945; hydroxylase whose reaction is a rate-limiting step in brassinosteroid biosynthetic pathway. The protein is a member of CYP90B gene family. CLM is an epi-allele  with small, compressed rosette, reduced internode length, and reduced fertility, appears in selfed ddm mutant plants possibly due to loss of cytosine methylation. Transcripts accumulate in actively growing tissues, and GUS expression is negatively  regulated by brassinosteroids. Localized in the endoplasmic reticulum. The in vitro expressed protein can perform the C-22 hydroxylation of a variety of C27-, C28- and C29-sterols. Cholesterol was the best substrate, followed by campesterol. Sitosterol was a poor substrate.
NA	Gelse_mpi.v2.1_MPIG045360.1	NA	NA	NA
NA	Gelse_mpi.v2.1_MPIG045370.1	CRO_04G031760.1	NA	NA
AT2G18460.1	Gelse_mpi.v2.1_MPIG045380.1	CRO_04G031770.1	like COV 3	NA
AT5G66750.1	Gelse_mpi.v2.1_MPIG045390.1	CRO_04G031780.3	chromatin remodeling 1	Protein is similar to SWI2/SNF2 chromatin remodeling proteins. DDM1 is appears to act as a chromatin-remodeling ATPase involved in cytosine methylation in CG and non-CG contexts. Involved in gene silencing and maintenance of DNA methylation and histone methylation. Hypomethylation of many genomic regions occurs in ddm1 mutants, and can cause several phenotypic abnormalities, but some loci, such as BONSAI (At1g73177) can be hypermethylated in ddm1 mutants after several generations, leading to different phenotypes. DDM1 might be involved in establishing a heterochromain boundary. A line expressing an RNAi targeted against DDM1  shows some resistance to agrobacterium-mediated root transformation.
NA	Gelse_mpi.v2.1_MPIG045400.1	NA	NA	NA
NA	NA	CRO_04G031790.1	NA	NA
AT2G18465.1	NA	NA	Chaperone DnaJ-domain superfamily protein	NA
AT3G50670.1	Gelse_mpi.v2.1_MPIG045410.2	NA	U1 small nuclear ribonucleoprotein-70K	Encodes U1 snRNP 70K
AT2G18470.1	Gelse_mpi.v2.1_MPIG045420.1	CRO_04G031800.1	roline-rich extensin-like receptor kinase 4	Proline-rich extensin-like receptor kinase 4. Functions at an early stage of ABA signalling inhibiting primary root cell elongation by perturbing Ca2+ homeostasis.
NA	NA	CRO_04G031810.1	NA	NA
AT3G50685.1	NA	NA	NA	NA
NA	Gelse_mpi.v2.1_MPIG045430.1	CRO_04G031820.1	NA	NA
AT3G50690.1	Gelse_mpi.v2.1_MPIG045440.4	NA	Leucine-rich repeat (LRR) family protein	NA
AT4G36650.1	Gelse_mpi.v2.1_MPIG045450.1	CRO_04G031830.1	plant-specific TFIIB-related protein	Encodes a protein with similarity to the general transcription factor TFIIB. pBRP binds rDNA sequences in vitro. pBRP has been localized to the outer face of the plastid membrane with GFP fusion however, under conditions of proteosome inhibition it is found in the nucleus.
NA	Gelse_mpi.v2.1_MPIG045460.2	CRO_04G031840.1	NA	NA
NA	NA	CRO_04G031850.1	NA	NA
AT4G36660.1	NA	NA	Protein of unknown function (DUF1195)	NA
AT2G18490.1	NA	NA	C2H2-like zinc finger protein	NA
AT5G66740.1	Gelse_mpi.v2.1_MPIG045470.1	CRO_04G031860.1	Protein of unknown function (DUF620)	NA
AT4G36670.1	Gelse_mpi.v2.1_MPIG045480.1	CRO_04G031870.2	Major facilitator superfamily protein	NA
AT2G18480.1	Gelse_mpi.v2.1_MPIG045480.1	CRO_04G031870.2	Major facilitator superfamily protein	NA
AT2G18500.1	Gelse_mpi.v2.1_MPIG045490.1	CRO_04G031880.1	ovate family protein 7	NA
NA	Gelse_mpi.v2.1_MPIG045500.3	CRO_04G031890.1	NA	NA
NA	Gelse_mpi.v2.1_MPIG045510.1	NA	NA	NA
NA	Gelse_mpi.v2.1_MPIG045520.1	NA	NA	NA
AT2G18510.1	Gelse_mpi.v2.1_MPIG045530.1	CRO_04G031900.1	RNA-binding (RRM/RBD/RNP motifs) family protein	NA
NA	Gelse_mpi.v2.1_MPIG045540.1	NA	NA	NA
AT4G36680.1	Gelse_mpi.v2.1_MPIG045550.1	CRO_04G031910.1	Tetratricopeptide repeat (TPR)-like superfamily protein	NA
AT2G18520.1	Gelse_mpi.v2.1_MPIG045550.1	CRO_04G031910.1	Tetratricopeptide repeat (TPR)-like superfamily protein	NA
AT4G36690.1	Gelse_mpi.v2.1_MPIG045560.1	CRO_04G031920.5	U2 snRNP auxilliary factor, large subunit, splicing factor	NA
NA	Gelse_mpi.v2.1_MPIG045570.2	CRO_04G031930.4	NA	NA
AT2G18530.1	NA	NA	Protein kinase superfamily protein	NA
AT3G50700.1	Gelse_mpi.v2.1_MPIG045580.1	CRO_04G031940.1	indeterminate(ID)-domain 2	zinc finger protein, similar to maize Indeterminate1 (ID1)
AT5G66730.1	Gelse_mpi.v2.1_MPIG045580.1	CRO_04G031940.1	C2H2-like zinc finger protein	NA
AT5G66720.1	Gelse_mpi.v2.1_MPIG045590.4	CRO_04G031950.2	Protein phosphatase 2C family protein	NA
AT4G36700.1	Gelse_mpi.v2.1_MPIG045600.3	CRO_04G031960.1	RmlC-like cupins superfamily protein	NA
AT2G18540.1	Gelse_mpi.v2.1_MPIG045600.3	CRO_04G031960.1	RmlC-like cupins superfamily protein	NA
NA	Gelse_mpi.v2.1_MPIG045610.1	NA	NA	NA
AT4G36710.1	Gelse_mpi.v2.1_MPIG045620.1	CRO_04G031970.1	GRAS family transcription factor	NA
AT4G36720.1	NA	NA	HVA22-like protein K	NA
AT4G36730.1	Gelse_mpi.v2.1_MPIG045630.2	CRO_04G031980.6	G-box binding factor 1	member of a gene family encoding basic leucine zipper proteins (GBFs) which bind the G-box
NA	Gelse_mpi.v2.1_MPIG045640.1	NA	NA	NA
AT3G50720.1	Gelse_mpi.v2.1_MPIG045650.1	CRO_04G031990.1	Protein kinase superfamily protein	NA
AT5G66710.1	Gelse_mpi.v2.1_MPIG045650.1	CRO_04G031990.1	Protein kinase superfamily protein	NA
AT4G36740.1	Gelse_mpi.v2.1_MPIG045660.2	CRO_04G032000.1	homeobox protein 40	Encodes a homeodomain leucine zipper class I (HD-Zip I) protein.
AT2G18550.1	Gelse_mpi.v2.1_MPIG045660.2	CRO_04G032000.1	homeobox protein 21	Encodes a homeodomain leucine zipper class I (HD-Zip I) protein.
NA	Gelse_mpi.v2.1_MPIG045670.1	NA	NA	NA
AT4G36750.1	Gelse_mpi.v2.1_MPIG045690.1	CRO_04G032010.1	Quinone reductase family protein	NA
NA	Gelse_mpi.v2.1_MPIG045680.2	NA	NA	NA
AT5G66700.1	NA	NA	homeobox 53	Encodes a homeodomain protein. Member of HD-ZIP 1 family, most closely related to HB5.  AtHB53 is auxin-inducible and its induction is inhibited by cytokinin, especially in roots therefore may be involved in root development.
NA	NA	CRO_04G032020.1	NA	NA
AT4G36760.1	Gelse_mpi.v2.1_MPIG045700.1	CRO_04G032030.1	aminopeptidase P1	Arabidopsis aminopeptidase P1
AT3G50740.1	Gelse_mpi.v2.1_MPIG045720.1	CRO_04G032040.1	UDP-glucosyl transferase 72E1	UGT72E1 is an UDPG:coniferyl alcohol glucosyltransferase which specifically glucosylates sinapyl- and coniferyl aldehydes. The enzyme is thought to be involved in lignin metabolism.
