A.thaliana	G.sempervirens	C.roseus
	Gelse_mpi.v2.1_MPIG042170.2	CRO_04G028630.1
		
	Gelse_mpi.v2.1_MPIG042180.1	
		
		
	Gelse_mpi.v2.1_MPIG042190.1	CRO_04G028640.3
		
		
AT5G65950.1	Gelse_mpi.v2.1_MPIG042200.4	CRO_04G028650.1
		
		
	Gelse_mpi.v2.1_MPIG042210.1	CRO_04G028660.2
		
	Gelse_mpi.v2.1_MPIG042220.1	
		
		
		
		
	Gelse_mpi.v2.1_MPIG042230.2	CRO_04G028670.6
		
	Gelse_mpi.v2.1_MPIG042240.1	CRO_04G028680.3
		
		
		
		
		
		
		
AT4G35470.1	Gelse_mpi.v2.1_MPIG042250.5	CRO_04G028690.10
AT2G17440.1	Gelse_mpi.v2.1_MPIG042250.5	CRO_04G028690.10
		
	Gelse_mpi.v2.1_MPIG042260.1	
		
		
	Gelse_mpi.v2.1_MPIG042270.2	CRO_04G028700.1
		
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG042310.1	
		
		
		
		
		
		
AT4G35300.1	Gelse_mpi.v2.4_MPIG032670.12,Gelse_mpi.v2.1_MPIG042320.1	CRO_04G028750.1
		
AT5G65960.1	Gelse_mpi.v2.1_MPIG042330.2	CRO_04G028760.1
AT2G17442.1		
		
		
		
	Gelse_mpi.v2.1_MPIG042340.1	
		
AT4G35480.1		CRO_04G028820.1
AT2G17450.1		CRO_04G028820.1
		CRO_04G028830.1
		
	Gelse_mpi.v2.1_MPIG042360.1	
		CRO_04G028850.1
		
AT2G17470.1		
		CRO_04G028860.1
		
		
		
		CRO_04G028870.1
		
AT5G65970.1	Gelse_mpi.v2.1_MPIG042350.1	CRO_04G028900.2
AT2G17480.1	Gelse_mpi.v2.1_MPIG042350.1	CRO_04G028900.2
		
		CRO_04G028910.1
		
		
		
		CRO_04G028920.1
		
		
		
		
		
AT5G65980.1	Gelse_mpi.v2.1_MPIG042380.3	CRO_04G028940.3
AT2G17500.1	Gelse_mpi.v2.1_MPIG042380.3	CRO_04G028940.3
		
		
		
		
		
		
		
		
		
		
AT2G17520.1	Gelse_mpi.v2.1_MPIG042400.1	CRO_04G028960.1
		
		
		
		
AT3G51480.1	Gelse_mpi.v2.1_MPIG042410.5	CRO_04G028970.5
		
		
		
AT3G51470.1	Gelse_mpi.v2.1_MPIG042420.1	CRO_04G028980.1
AT4G35490.1	Gelse_mpi.v2.1_MPIG042430.1	CRO_04G028990.1
		
		
AT2G17525.1	Gelse_mpi.v2.1_MPIG042440.1	CRO_04G029000.1
		
AT5G65990.1	Gelse_mpi.v2.1_MPIG042450.1	CRO_04G029010.1
		
		
	Gelse_mpi.v2.1_MPIG042460.1	CRO_04G029020.2
AT4G35500.2	Gelse_mpi.v2.1_MPIG042470.4	CRO_04G029030.4
AT2G17530.1	Gelse_mpi.v2.1_MPIG042470.4	CRO_04G029030.4
		
		
AT4G35510.1	Gelse_mpi.v2.1_MPIG042480.3	CRO_04G029040.1
AT2G17540.2	Gelse_mpi.v2.1_MPIG042480.3	CRO_04G029040.1
		
AT4G35519.1		
		
AT4G35520.1	Gelse_mpi.v2.1_MPIG042490.1	CRO_04G029050.7
	Gelse_mpi.v2.1_MPIG042370.1	CRO_04G028890.2
AT2G17510.2	Gelse_mpi.v2.1_MPIG042390.1	CRO_04G028950.3
		
		
AT4G35530.1	Gelse_mpi.v2.1_MPIG042500.4	CRO_04G029060.1
AT5G66000.1		
		
		CRO_04G029070.1
		
AT4G35540.1		
		CRO_04G029080.2
		
		
AT4G35550.1	Gelse_mpi.v2.1_MPIG042510.4	CRO_04G029090.2
		
AT2G17550.1	Gelse_mpi.v2.1_MPIG042520.4	CRO_04G029100.4
		
		
		
		
AT4G35560.2	Gelse_mpi.v2.1_MPIG042530.1	CRO_04G029110.1
		
		
		
AT5G66005.3	Gelse_mpi.v2.1_MPIG042540.1	CRO_04G029120.5
		
		
	Gelse_mpi.v2.1_MPIG042550.1	CRO_04G029130.3
	Gelse_mpi.v2.1_MPIG042560.1	CRO_04G029140.2
AT4G35570.1		
		
		CRO_04G029150.1
		
		
		
		
		
AT4G35580.2		
		
AT2G17556.1		
		
		
		
		CRO_04G029200.2
		
AT5G66010.1	Gelse_mpi.v2.1_MPIG042580.1	CRO_04G029320.1
		
		
		CRO_04G029210.1
		
		
	Gelse_mpi.v2.1_MPIG042570.1	
		
		
		
AT4G35589.1		
		CRO_04G029220.1
		
		
		CRO_04G029230.1
		
	Gelse_mpi.v2.1_MPIG042590.1	CRO_04G029310.2
		CRO_04G029240.1
		
	Gelse_mpi.v2.1_MPIG042610.1	
		
		
		
		
	Gelse_mpi.v2.1_MPIG042620.1	
		
AT3G51460.1	Gelse_mpi.v2.1_MPIG042650.1	CRO_04G029270.3
AT5G66020.1	Gelse_mpi.v2.1_MPIG042650.1	CRO_04G029270.3
		
		
		
AT2G17560.1		
		
		
AT4G35600.2	Gelse_mpi.v2.1_MPIG042630.2	CRO_04G029290.1
AT4G35590.1	Gelse_mpi.v2.1_MPIG042600.1	CRO_04G029300.3
		
		
		
		
		
		
		
AT2G17570.1	Gelse_mpi.v2.1_MPIG042640.14	CRO_04G029280.1
		
		CRO_04G029350.1
		
		
		
		
		
AT4G35700.1		CRO_04G029380.1
		
	Gelse_mpi.v2.1_MPIG042660.1	
		
		
		CRO_04G029400.1
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG042670.2	CRO_04G029430.2
	Gelse_mpi.v2.1_MPIG042680.1	
		CRO_04G029440.1
		
		
AT2G17580.1	Gelse_mpi.v2.1_MPIG042710.1	CRO_04G029450.1
		
		
		CRO_04G029460.1,CRO_04G030620.1
AT4G35620.1	Gelse_mpi.v2.1_MPIG042730.1	
AT2G17620.1	Gelse_mpi.v2.1_MPIG042730.1	
AT4G35630.1	Gelse_mpi.v2.1_MPIG042740.1	CRO_04G029470.1
AT2G17630.1	Gelse_mpi.v2.1_MPIG042740.1	CRO_04G029470.1
		CRO_04G029480.1
AT5G66150.1	Gelse_mpi.v2.1_MPIG043640.1	CRO_04G029490.2
		
		
		
AT3G51250.1	Gelse_mpi.v2.1_MPIG043610.1	CRO_04G029500.1
AT4G35985.1	Gelse_mpi.v2.1_MPIG043610.1	CRO_04G029500.1
AT2G17840.1	Gelse_mpi.v2.1_MPIG043610.1	CRO_04G029500.1
		
		
		
AT2G17820.1	Gelse_mpi.v2.1_MPIG043600.1	CRO_04G029510.1
AT4G35980.1	Gelse_mpi.v2.1_MPIG043590.2	
		
AT3G51280.1	Gelse_mpi.v2.1_MPIG043580.1	CRO_04G029520.1
AT3G51260.1		
AT5G66140.1		
		
		
		
AT4G35970.1	Gelse_mpi.v2.1_MPIG043570.1	CRO_04G029530.1
		
		
		
		
		
AT3G51290.1	Gelse_mpi.v2.1_MPIG043560.3	CRO_04G029540.1
		
		
		
		
		
		
		
		CRO_04G029550.1
		
		
		
AT5G66130.1	Gelse_mpi.v2.1_MPIG043550.1	CRO_04G029560.2
		
		
		
		
		
AT5G66120.2	Gelse_mpi.v2.1_MPIG043540.2	CRO_04G029570.1
		
		
		CRO_04G029580.3
		
AT3G51300.1		
AT4G35950.1		
AT2G17800.1		
		
		
	Gelse_mpi.v2.1_MPIG043530.1	CRO_04G029590.2
		
	Gelse_mpi.v2.1_MPIG043520.1	
AT4G35940.1		
AT2G17787.1		
		
		
AT3G51310.1	Gelse_mpi.v2.1_MPIG043510.1	CRO_04G029600.1
AT2G17790.1	Gelse_mpi.v2.1_MPIG043510.1	CRO_04G029600.1
		
		
	Gelse_mpi.v2.1_MPIG043500.1	CRO_04G029610.2
		
	Gelse_mpi.v2.1_MPIG043490.1	CRO_04G029620.1
AT4G35930.1	Gelse_mpi.v2.1_MPIG043480.1	CRO_04G029630.3
		
		
AT5G66110.1		
		
	Gelse_mpi.v2.1_MPIG043470.1	
		
		
		
		CRO_04G029650.1
AT4G35920.1	Gelse_mpi.v2.1_MPIG043460.4	CRO_04G029660.1
AT2G17780.1	Gelse_mpi.v2.1_MPIG043460.4	CRO_04G029660.1
		
		
		
AT4G35910.1		
AT3G51320.1	Gelse_mpi.v2.1_MPIG043450.1	CRO_04G029670.1
		
AT4G35905.1	Gelse_mpi.v2.1_MPIG043440.2	CRO_04G029680.1
		
		
AT3G51325.1	Gelse_mpi.v2.1_MPIG043430.1	CRO_04G029690.1
AT4G35900.1	Gelse_mpi.v2.1_MPIG043420.1	CRO_04G029700.1
AT4G35890.1	Gelse_mpi.v2.1_MPIG043410.2	CRO_04G029710.4
AT5G66100.1	Gelse_mpi.v2.1_MPIG043410.2	CRO_04G029710.4
AT5G66090.1	Gelse_mpi.v2.1_MPIG043400.1	CRO_04G029720.2
		
		
	Gelse_mpi.v2.1_MPIG043390.3	CRO_04G029730.1
		
AT3G51340.1		
	Gelse_mpi.v2.1_MPIG043380.1	CRO_04G029740.1
		
	Gelse_mpi.v2.1_MPIG043370.1	CRO_04G029750.1
AT2G17760.1	Gelse_mpi.v2.1_MPIG043360.3	CRO_04G029760.1
		
AT4G35880.1	Gelse_mpi.v2.1_MPIG043350.3	CRO_04G029770.1
		
		
AT3G51360.1		
		CRO_04G029780.1
		
AT4G35870.1	Gelse_mpi.v2.1_MPIG043340.3	CRO_04G029790.1
AT4G35860.1		
AT3G51370.1	Gelse_mpi.v2.1_MPIG043330.2	CRO_04G029800.2
AT5G66080.1	Gelse_mpi.v2.1_MPIG043330.2	CRO_04G029800.2
		
AT4G35850.1		
	Gelse_mpi.v2.1_MPIG043320.1	CRO_04G029810.1
		
AT4G35840.1		CRO_04G029820.4
AT5G66070.2		CRO_04G029820.4
AT2G17730.2		CRO_04G029820.4
AT4G35837.1		
AT4G35810.1	Gelse_mpi.v2.1_MPIG043310.3	CRO_04G029830.1
AT5G66060.1	Gelse_mpi.v2.1_MPIG043310.3	CRO_04G029830.1
AT2G17720.1	Gelse_mpi.v2.1_MPIG043310.3	CRO_04G029830.1
AT4G35830.1		
		
		
AT2G17710.1	Gelse_mpi.v2.1_MPIG043300.1	
AT4G35820.1		
		
		CRO_04G029840.1
		
		
AT2G17705.1	Gelse_mpi.v2.1_MPIG043290.1	
AT4G35800.1	Gelse_mpi.v2.1_MPIG043280.1	CRO_04G029850.6
		
		
		
		
		CRO_04G029870.1
		
		CRO_04G029880.1
		
	Gelse_mpi.v2.1_MPIG043270.1	CRO_04G029860.1
		
		
		
		
		CRO_04G029890.1
		
		
AT4G35790.1	Gelse_mpi.v2.1_MPIG043260.1	CRO_04G029900.2
		
		
AT4G35785.5		CRO_04G029910.1
		
AT5G66055.1		CRO_04G029920.2
AT5G66053.1		
AT5G66052.1		
AT5G66050.1	Gelse_mpi.v2.1_MPIG043250.1	CRO_04G029930.2
		
		
		
	Gelse_mpi.v2.1_MPIG043240.2	CRO_04G029940.1
AT4G35783.1		
		
		
		
		
	Gelse_mpi.v2.1_MPIG043230.1	
		CRO_04G029950.1
		
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG043220.3	
AT4G35780.1		CRO_04G029960.1
AT2G17700.1		CRO_04G029960.1
	Gelse_mpi.v2.1_MPIG043200.1	
AT3G51380.1	Gelse_mpi.v2.1_MPIG043190.1	CRO_04G029970.2
AT4G35770.1	Gelse_mpi.v2.1_MPIG043180.1	CRO_04G029980.1
AT5G66040.1	Gelse_mpi.v2.1_MPIG043180.1	CRO_04G029980.1
		
		
		
		
	Gelse_mpi.v2.1_MPIG042790.2	
		
		
	Gelse_mpi.v2.1_MPIG043150.1	
		
		
		
AT4G35750.1	Gelse_mpi.v2.1_MPIG042750.1	CRO_04G030000.1
AT4G35760.1	Gelse_mpi.v2.1_MPIG043160.6	CRO_04G029990.2
		
		
AT2G17695.1	Gelse_mpi.v2.1_MPIG043140.1	
		
	Gelse_mpi.v2.1_MPIG043120.1	CRO_04G030010.1
		
		
		
AT4G35740.1		
	Gelse_mpi.v2.1_MPIG043110.2	CRO_04G030020.3
		
		
		
AT3G51390.1	Gelse_mpi.v2.1_MPIG043100.4	CRO_04G030030.2
		
AT4G35733.1		
	Gelse_mpi.v2.1_MPIG043090.2	CRO_04G030040.2
		
		CRO_04G030050.1
		
		
		
		
		
AT4G35730.1	Gelse_mpi.v2.1_MPIG043080.1	CRO_04G030060.1
AT4G35725.1		
AT3G51400.1		
AT4G35720.1		
		
		CRO_04G030080.1
		
AT4G35690.1		
		
AT4G35680.1		
		CRO_04G030090.1
AT4G35670.1		
AT4G35660.1	Gelse_mpi.v2.1_MPIG043050.1	CRO_04G030100.1
		
		
AT3G51410.1		
		
		
		
	Gelse_mpi.v2.1_MPIG043020.2	
AT2G17670.1	Gelse_mpi.v2.1_MPIG043030.8	CRO_04G030120.2
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG043010.1	CRO_04G030130.1
	Gelse_mpi.v2.1_MPIG043000.1	
		
		
		
AT4G35655.1		
	Gelse_mpi.v2.1_MPIG042970.1	CRO_04G030140.5
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG042960.1	CRO_04G030150.1
		
		
		
		
	Gelse_mpi.v2.1_MPIG042950.1	CRO_04G030160.1
	Gelse_mpi.v2.1_MPIG042940.1	
		
		
		
	Gelse_mpi.v2.1_MPIG042930.1	
		
		
AT4G35650.1		
		
	Gelse_mpi.v2.1_MPIG042900.1	CRO_04G030180.1
		
		
		
		
		
AT3G51430.1	Gelse_mpi.v2.1_MPIG042880.5	CRO_04G030190.1
		
		
		
		
		
		
AT2G17650.1	Gelse_mpi.v2.1_MPIG042840.1	CRO_04G030200.1
		
		
	Gelse_mpi.v2.1_MPIG042860.1	
		
		
		
		
AT4G35640.1	Gelse_mpi.v2.1_MPIG042830.4	CRO_04G030210.1
AT2G17640.1	Gelse_mpi.v2.1_MPIG042830.4	CRO_04G030210.1
	Gelse_mpi.v2.1_MPIG042820.1	
		
	Gelse_mpi.v2.1_MPIG042810.1	
AT5G66030.1	Gelse_mpi.v2.1_MPIG042800.1	CRO_04G030220.3
		CRO_04G030230.1
		CRO_04G030240.1
	Gelse_mpi.v2.1_MPIG043650.1	CRO_04G030250.1
		
AT5G66170.2		
AT2G17850.1		
		
	Gelse_mpi.v2.1_MPIG043670.1	
		
	Gelse_mpi.v2.1_MPIG043680.1	CRO_04G030270.2
	Gelse_mpi.v2.1_MPIG043660.1	CRO_04G030260.1
		
AT5G66160.1		
		
		
AT5G66180.1	Gelse_mpi.v2.1_MPIG043690.1	CRO_04G030280.1
		
		
		
		
	Gelse_mpi.v2.1_MPIG043700.2	CRO_04G030290.3
		
		
		
	Gelse_mpi.v2.1_MPIG043710.1	
		
	Gelse_mpi.v2.1_MPIG043720.1	CRO_04G030300.1
		
AT4G35987.1	Gelse_mpi.v2.1_MPIG043730.5	CRO_04G030310.2
	Gelse_mpi.v2.1_MPIG043740.1	CRO_04G030320.1
		
		
		
		CRO_04G030330.1
		
		
AT4G36000.1		
	Gelse_mpi.v2.1_MPIG043750.1	CRO_04G030340.1
		
		CRO_04G030350.1
		
		
AT4G36010.1	Gelse_mpi.v2.1_MPIG043760.1	CRO_04G030360.2
AT2G17860.1	Gelse_mpi.v2.1_MPIG043760.1	CRO_04G030360.2
		
		
		
		
AT4G36020.1		CRO_04G030370.1
AT2G17870.1		CRO_04G030370.1
		
		
AT5G66190.1	Gelse_mpi.v2.1_MPIG043780.1	CRO_04G030380.1
	Gelse_mpi.v2.1_MPIG043790.8	
		
		
	Gelse_mpi.v2.1_MPIG043800.1	
		
		
AT4G36030.1		
		
	Gelse_mpi.v2.1_MPIG043810.1	
AT5G66200.1	Gelse_mpi.v2.1_MPIG043820.2	CRO_04G030390.1
		
		
AT4G36040.1	Gelse_mpi.v2.1_MPIG043830.1	CRO_04G030400.1
AT2G17880.1	Gelse_mpi.v2.1_MPIG043830.1	CRO_04G030400.1
		
		
		CRO_04G030410.1
	Gelse_mpi.v2.1_MPIG043840.1	
		
		
		
AT4G36050.2	Gelse_mpi.v2.1_MPIG043850.3	CRO_04G030420.2
		
		
	Gelse_mpi.v2.1_MPIG043860.1	CRO_04G030430.1
		
		
		
AT4G36070.2	Gelse_mpi.v2.1_MPIG043870.2	CRO_04G030440.7
AT5G66210.2	Gelse_mpi.v2.1_MPIG043870.2	CRO_04G030440.7
AT2G17890.1	Gelse_mpi.v2.1_MPIG043870.2	CRO_04G030440.7
		
AT4G36060.1		
		
		
		
		
		
AT5G66211.1		
AT3G51240.1	Gelse_mpi.v2.1_MPIG043880.1	CRO_04G030450.1
		
		
AT5G66220.1		
	Gelse_mpi.v2.1_MPIG043890.1	CRO_04G030460.1
		
AT3G51230.1		CRO_04G030470.2
AT5G66230.1		CRO_04G030470.2
		
		
		
AT4G36080.1	Gelse_mpi.v2.1_MPIG043900.1	CRO_04G030480.1
AT2G17930.1	Gelse_mpi.v2.1_MPIG043900.1	CRO_04G030480.1
		
		
		
		
		
		
		
		
AT3G51220.1	Gelse_mpi.v2.1_MPIG043910.3	CRO_04G030490.2
AT2G17940.1		
	Gelse_mpi.v2.1_MPIG043920.1	CRO_04G030500.1
AT5G66240.2	Gelse_mpi.v2.1_MPIG043930.1	CRO_04G030510.3
AT3G51210.1		
AT2G17950.1	Gelse_mpi.v2.1_MPIG043940.1	CRO_04G030520.1
		
AT2G17960.1		
		
AT4G36090.3	Gelse_mpi.v2.1_MPIG043950.1	CRO_04G030530.4
AT2G17970.1	Gelse_mpi.v2.1_MPIG043950.1	CRO_04G030530.4
		
		
AT4G36100.1		
AT2G17975.1	Gelse_mpi.v2.1_MPIG043970.1	CRO_04G030540.2
AT3G51200.1		
		
AT5G66250.4		
AT2G17980.1		
AT2G17972.1	Gelse_mpi.v2.1_MPIG043960.1	CRO_04G030550.1
		
		
		
		
	Gelse_mpi.v2.1_MPIG043980.1	CRO_04G030560.1
AT4G36105.2	Gelse_mpi.v2.1_MPIG043990.6	
AT2G17990.1	Gelse_mpi.v2.1_MPIG043990.6	
		
AT2G18000.2	Gelse_mpi.v2.1_MPIG044000.2	CRO_04G030570.2
		
		
AT4G34760.1	Gelse_mpi.v2.1_MPIG044010.1	CRO_04G030580.1
AT4G36110.1	Gelse_mpi.v2.1_MPIG044010.1	CRO_04G030580.1
AT2G16580.1	Gelse_mpi.v2.1_MPIG044010.1	CRO_04G030580.1
		
AT5G66260.1		
		
		
		
AT2G18010.1		
	Gelse_mpi.v2.1_MPIG044020.1	CRO_04G030590.3
		
		
	Gelse_mpi.v2.1_MPIG044030.1	CRO_04G030600.1
AT3G51180.1		
		
AT4G36120.1		
		CRO_04G030610.1
		
		
AT5G66270.1		
AT2G18030.1	Gelse_mpi.v2.1_MPIG044040.2	CRO_04G030630.2
AT3G51190.1		
AT4G36130.1		
AT2G18020.1		
		
AT2G18040.1	Gelse_mpi.v2.1_MPIG044050.1	CRO_04G030640.1
		
	Gelse_mpi.v2.1_MPIG044060.1	CRO_04G030650.1
AT4G36140.1		
AT3G51160.1	Gelse_mpi.v2.1_MPIG044070.2	CRO_04G030660.1
AT5G66280.1	Gelse_mpi.v2.1_MPIG044070.2	CRO_04G030660.1
		
AT5G66290.1	Gelse_mpi.v2.1_MPIG044080.4	CRO_04G030670.2
		
	Gelse_mpi.v2.1_MPIG044090.1	CRO_04G030680.1
AT4G36150.1		
		
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG044100.1	CRO_04G030690.1
AT2G18050.1	Gelse_mpi.v2.1_MPIG044110.1	CRO_04G030700.1
		
		
		
		
	Gelse_mpi.v2.1_MPIG044120.1	
		CRO_04G030710.1
		
		
		
		
		
		
AT4G36160.1	Gelse_mpi.v2.1_MPIG044130.1	CRO_04G030720.1
AT5G66300.1	Gelse_mpi.v2.1_MPIG044130.1	CRO_04G030720.1
AT2G18060.1	Gelse_mpi.v2.1_MPIG044130.1	CRO_04G030720.1
		
		
		
AT4G36170.1		
		
		
AT3G51150.2		
		
		
		
		
		
		CRO_04G030740.1
		
		
		
		
		
		
AT4G36180.1	Gelse_mpi.v2.1_MPIG044150.1	CRO_04G030750.1
		
		
		
		
		
		
AT2G18070.1		
	Gelse_mpi.v2.1_MPIG044160.8	CRO_04G030760.2
		
		
		
		
	Gelse_mpi.v2.1_MPIG044170.2	
		
		
	Gelse_mpi.v2.1_MPIG044180.1	CRO_04G030780.1
		
		
		
		
AT5G66310.1		
AT4G36195.1	Gelse_mpi.v2.1_MPIG044190.9	CRO_04G030790.1
AT2G18080.1	Gelse_mpi.v2.1_MPIG044190.9	CRO_04G030790.1
		
		
	Gelse_mpi.v2.1_MPIG044200.1	CRO_04G030800.1
		
		
		
AT3G51140.1	Gelse_mpi.v2.1_MPIG044210.1	CRO_04G030810.1
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG044220.1	
		CRO_04G030820.1
		
		
	Gelse_mpi.v2.1_MPIG044230.1	CRO_04G030830.1
		
		
		
AT2G18090.1		
		
		
		
		
		
AT5G66320.1		
AT3G51120.1	Gelse_mpi.v2.1_MPIG044250.1	CRO_04G030850.2
AT3G51110.1		
		
AT4G36210.3		
AT2G18100.1		
		
AT3G51100.1		
		
		
AT4G36220.1	Gelse_mpi.v2.1_MPIG044270.1	CRO_04G030870.1
		
		
		
		
	Gelse_mpi.v2.1_MPIG044290.1	CRO_04G030890.1
AT4G36230.1		
		
		
	Gelse_mpi.v2.1_MPIG044300.1	CRO_04G030900.1
		
		
		
		
AT5G66330.1	Gelse_mpi.v2.1_MPIG044310.1	CRO_04G030910.1
		
AT3G51080.1		
AT2G18110.1		
AT4G36240.1		
		
	Gelse_mpi.v2.1_MPIG044320.4	CRO_04G030920.3
		
		
AT4G36250.1	Gelse_mpi.v2.1_MPIG044340.1	CRO_04G030940.1
AT5G66340.1		
AT4G36260.1		
		
	Gelse_mpi.v2.1_MPIG044350.1	CRO_04G030950.1
AT2G18120.1		
AT4G36268.1		
		
		
AT3G51070.1	Gelse_mpi.v2.1_MPIG044370.1	CRO_04G030970.1
		
	Gelse_mpi.v2.1_MPIG044380.1	
		
		
AT3G51060.1	Gelse_mpi.v2.1_MPIG044390.1	CRO_04G030980.3
AT5G66350.1	Gelse_mpi.v2.1_MPIG044390.1	CRO_04G030980.3
AT4G36280.1	Gelse_mpi.v2.1_MPIG044420.1	
		
		
		
	Gelse_mpi.v2.1_MPIG044400.1	
		
		
AT3G51057.1		
		
AT3G51050.1	Gelse_mpi.v2.1_MPIG044410.2	
		
		
		
		
		
		
AT3G51040.1	Gelse_mpi.v2.1_MPIG044430.9	CRO_04G030990.1
		
		
		
		
AT2G18130.1		
		
		
		
		
		
		
		
AT4G36350.1		
AT3G51030.1	Gelse_mpi.v2.1_MPIG044440.1	CRO_04G031000.1
		
		
		
AT4G36360.1	Gelse_mpi.v2.1_MPIG044450.1	CRO_04G031010.2
		
		
		
		
AT4G36370.1		
AT5G66360.2	Gelse_mpi.v2.1_MPIG044460.1	CRO_04G031020.2
		
		
		
		
		
		
		
AT3G51020.1		
		
		
		
AT4G36380.1	Gelse_mpi.v2.1_MPIG044480.3	CRO_04G031030.1
		
		
AT4G36390.1	Gelse_mpi.v2.1_MPIG044490.2	CRO_04G031040.1
AT4G36400.1	Gelse_mpi.v2.1_MPIG044500.1	CRO_04G031050.6
		
AT3G51010.1	Gelse_mpi.v2.1_MPIG044470.1	
AT5G66370.1		
		
		CRO_04G031060.1
		
		
		
AT2G18150.1		
		
AT3G51000.1	Gelse_mpi.v2.1_MPIG044520.1	CRO_04G031080.1
		
		
		
AT5G66380.1	Gelse_mpi.v2.1_MPIG044530.6	CRO_04G031090.1
		
		
		
		
		
AT4G36430.1	Gelse_mpi.v2.1_MPIG044560.1	CRO_04G031110.3
AT5G66390.1	Gelse_mpi.v2.1_MPIG044560.1	CRO_04G031110.3
AT2G18160.1		
		
AT3G50990.1		
AT4G36440.1	Gelse_mpi.v2.1_MPIG044570.1	CRO_04G031120.8
		
	Gelse_mpi.v2.1_MPIG044580.1	
		
		
		
	Gelse_mpi.v2.1_MPIG044600.1	
	Gelse_mpi.v2.1_MPIG044610.1	CRO_04G031130.3
		
	Gelse_mpi.v2.1_MPIG044620.8	CRO_04G031140.2
		
	Gelse_mpi.v2.1_MPIG044630.1	CRO_04G031150.1
AT2G18162.1		
AT3G50980.1	Gelse_mpi.v2.1_MPIG044640.1	CRO_04G031160.1
AT5G66400.1	Gelse_mpi.v2.1_MPIG044640.1	CRO_04G031160.1
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG044660.1	CRO_04G031180.1
AT3G50970.1		
		
		
		
		
AT4G36450.1	Gelse_mpi.v2.1_MPIG044670.1	CRO_04G031190.1
AT2G18170.1	Gelse_mpi.v2.1_MPIG044670.1	CRO_04G031190.1
		
	Gelse_mpi.v2.1_MPIG044680.1	CRO_04G031200.2
		
AT3G50950.2	Gelse_mpi.v2.1_MPIG044690.4	
		
AT4G36460.1		
		
AT2G18193.1	Gelse_mpi.v2.1_MPIG044700.3	
		
		
		
		
	Gelse_mpi.v2.1_MPIG044720.1	CRO_04G031220.1
		
		
		
	Gelse_mpi.v2.1_MPIG044780.1	
		
		
		CRO_04G031230.1
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG044730.1	CRO_04G031240.1
		
		
		
	Gelse_mpi.v2.1_MPIG044770.1	
		
AT5G66460.1	Gelse_mpi.v2.1_MPIG044840.2	
AT5G66420.2	Gelse_mpi.v2.1_MPIG044800.2	CRO_04G031250.1
		
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG044790.1	
		
		
AT3G50960.1		CRO_04G031210.2
AT5G66410.1		CRO_04G031210.2
		
		
		
		
AT5G66430.1		
		
	Gelse_mpi.v2.1_MPIG044650.5	CRO_04G031170.1
		
		
		
AT4G36470.1	Gelse_mpi.v2.1_MPIG044810.1	CRO_04G031260.1
		
	Gelse_mpi.v2.1_MPIG044550.1	
AT4G36420.1	Gelse_mpi.v2.1_MPIG044540.1	CRO_04G031100.1
		
AT4G36410.1	Gelse_mpi.v2.1_MPIG044510.5	CRO_04G031070.4
AT3G50930.1	Gelse_mpi.v2.1_MPIG044760.1	
		
AT5G66440.1		CRO_04G031270.1
	Gelse_mpi.v2.1_MPIG044360.1	CRO_04G030960.1
		
	Gelse_mpi.v2.1_MPIG044330.2	CRO_04G030930.1
		
		
	Gelse_mpi.v2.1_MPIG044280.1	CRO_04G030880.1
		
AT3G51090.1	Gelse_mpi.v2.1_MPIG044260.1	CRO_04G030860.1
AT3G50920.1	Gelse_mpi.v2.1_MPIG044820.11	CRO_04G031280.1
AT5G66450.1	Gelse_mpi.v2.1_MPIG044820.11	CRO_04G031280.1
AT3G51130.1	Gelse_mpi.v2.1_MPIG044240.3	CRO_04G030840.3
AT4G36480.1		
AT2G18196.1		
	Gelse_mpi.v2.1_MPIG044140.1	CRO_04G030730.2
		
		
		
		
	Gelse_mpi.v2.1_MPIG044830.2	CRO_04G031300.1
		
		
		
		
AT4G36490.1		
AT2G18180.1		
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG044930.1	
		
AT5G66470.1	Gelse_mpi.v2.1_MPIG044850.2	CRO_04G031310.2
		CRO_04G031320.1
AT4G36500.1		
		
AT3G50910.1	Gelse_mpi.v2.1_MPIG044860.4	CRO_04G031330.1
AT5G66480.1	Gelse_mpi.v2.1_MPIG044860.4	CRO_04G031330.1
AT2G18210.1		
		
AT3G50900.1	Gelse_mpi.v2.1_MPIG044870.1	
AT5G66490.1	Gelse_mpi.v2.1_MPIG044870.1	
		
	Gelse_mpi.v2.1_MPIG044880.1	
AT5G66500.1	Gelse_mpi.v2.1_MPIG044890.1	CRO_04G031340.1
		
		
AT4G36510.1		
		
	Gelse_mpi.v2.1_MPIG044900.1	
		
	Gelse_mpi.v2.1_MPIG044910.1	CRO_04G031350.2
		
		
		
